"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33"
"4620000.00","462","Montréal","0000.00",4291732.00,4.60,919.00,41.30,65.20,18.00,150110.00,758875.00,183500.00,2.30,38400.00,34000.00,12.00,10.80,18.30,162255.00,161680.00,3021825.00,1022940.00,140535.00,229570.00,998235.00,837475.00,357915.00,12.70,27.90,880.00,981.00,122850.00,416000.00
"4620001.00","462","Montréal","0001.00",2684.00,1.70,5780.70,42.30,69.60,16.80,465.00,860.00,0.00,1.90,36800.00,33200.00,14.50,13.70,17.50,75.00,55.00,1995.00,520.00,70.00,150.00,610.00,770.00,330.00,23.00,24.70,840.00,846.00,175.00,344000.00
"4620002.00","462","Montréal","0002.00",3780.00,7.50,9797.80,41.20,67.20,16.30,395.00,1165.00,165.00,1.90,35600.00,32000.00,17.40,15.20,29.20,160.00,100.00,3045.00,645.00,55.00,200.00,750.00,1200.00,435.00,13.90,27.70,790.00,818.00,125.00,324000.00
"4620003.00","462","Montréal","0003.00",6600.00,3.60,8917.70,41.30,65.10,18.10,855.00,1705.00,15.00,2.20,33600.00,30400.00,15.80,14.10,19.40,260.00,190.00,4920.00,1530.00,170.00,390.00,1195.00,1835.00,600.00,19.90,19.70,800.00,832.00,245.00,452000.00
"4620004.00","462","Montréal","0004.00",3355.00,5.60,7505.60,42.80,67.80,18.20,345.00,955.00,0.00,2.00,37200.00,33200.00,14.00,13.50,19.60,180.00,75.00,2445.00,640.00,125.00,145.00,625.00,1000.00,395.00,20.60,26.40,770.00,836.00,150.00,400000.00
"4620005.00","462","Montréal","0005.00",3175.00,3.80,5617.50,42.40,66.50,18.40,430.00,945.00,0.00,1.90,35200.00,31200.00,16.10,13.90,24.00,95.00,90.00,2720.00,370.00,65.00,75.00,530.00,1125.00,370.00,18.10,24.30,820.00,854.00,190.00,400000.00
"4620006.00","462","Montréal","0006.00",4611.00,3.20,7137.80,38.10,67.30,13.50,370.00,1465.00,5.00,2.20,30400.00,28200.00,17.20,15.60,24.00,255.00,295.00,3200.00,1100.00,215.00,390.00,460.00,1585.00,395.00,21.70,18.60,795.00,817.00,240.00,448000.00
"4620007.00","462","Montréal","0007.00",5655.00,-0.50,5187.60,43.50,66.90,19.10,460.00,1515.00,105.00,2.00,37200.00,32800.00,13.90,12.40,22.00,165.00,160.00,4315.00,1165.00,155.00,250.00,1445.00,1425.00,490.00,12.80,21.60,730.00,774.00,260.00,400000.00
"4620008.00","462","Montréal","0008.00",3104.00,2.90,4996.00,41.40,69.10,15.10,400.00,745.00,30.00,2.00,41600.00,36800.00,12.70,11.40,14.80,50.00,140.00,2590.00,340.00,90.00,90.00,785.00,745.00,250.00,13.40,20.10,800.00,834.00,95.00,400000.00
"4620009.00","462","Montréal","0009.00",3554.00,2.40,828.20,39.70,71.60,13.30,460.00,975.00,5.00,2.10,34400.00,30800.00,14.70,13.70,19.20,105.00,225.00,2570.00,670.00,75.00,225.00,645.00,1050.00,310.00,17.20,19.00,850.00,876.00,180.00,400000.00
"4620010.00","462","Montréal","0010.00",1494.00,1.00,1611.50,39.90,70.90,14.00,255.00,410.00,0.00,2.00,35200.00,31400.00,12.90,11.20,21.00,25.00,60.00,1125.00,350.00,45.00,95.00,300.00,445.00,160.00,20.30,22.20,860.00,916.00,50.00,400000.00
"4620011.00","462","Montréal","0011.00",6439.00,-2.80,5154.90,46.50,61.00,25.50,380.00,1610.00,245.00,2.00,38400.00,34000.00,13.90,10.90,27.20,205.00,160.00,3990.00,1570.00,210.00,385.00,1385.00,1445.00,520.00,14.10,22.50,755.00,801.00,210.00,452000.00
"4620012.01","462","Montréal","0012.01",2547.00,1.80,10710.70,41.10,63.10,19.60,135.00,1140.00,10.00,2.00,27400.00,26200.00,25.30,21.60,33.60,160.00,165.00,1800.00,610.00,100.00,200.00,135.00,1175.00,275.00,19.20,21.80,765.00,776.00,95.00,600000.00
"4620012.02","462","Montréal","0012.02",4163.00,3.20,10502.00,42.40,64.50,20.40,205.00,1680.00,175.00,1.90,28200.00,26600.00,24.70,22.70,32.80,275.00,385.00,2270.00,1325.00,200.00,340.00,215.00,1835.00,505.00,24.40,25.10,790.00,814.00,165.00,552000.00
"4620013.00","462","Montréal","0013.00",5694.00,10.20,5252.80,46.80,62.70,26.20,715.00,1780.00,245.00,1.80,39600.00,34800.00,13.60,12.60,18.20,300.00,265.00,3855.00,1155.00,140.00,250.00,1040.00,1965.00,880.00,19.80,34.80,910.00,1160.00,190.00,400000.00
"4620014.02","462","Montréal","0014.02",0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4620014.03","462","Montréal","0014.03",3363.00,0.10,8190.50,37.90,74.90,10.90,55.00,1465.00,130.00,1.90,32400.00,30000.00,22.60,19.50,43.00,170.00,235.00,2295.00,830.00,175.00,230.00,530.00,1235.00,340.00,16.20,20.40,765.00,776.00,155.00,400000.00
"4620014.04","462","Montréal","0014.04",4187.00,0.00,8543.20,40.20,78.50,11.50,150.00,2155.00,20.00,1.70,45200.00,38800.00,14.50,13.40,28.40,150.00,270.00,2905.00,885.00,115.00,175.00,1140.00,1290.00,550.00,19.20,26.10,790.00,883.00,170.00,372000.00
"4620015.00","462","Montréal","0015.00",4089.00,-0.30,10971.30,38.00,77.50,9.80,135.00,2000.00,95.00,1.80,34400.00,31200.00,19.00,16.30,44.40,120.00,180.00,3280.00,550.00,75.00,85.00,640.00,1625.00,490.00,15.70,23.80,785.00,834.00,250.00,372000.00
"4620016.00","462","Montréal","0016.00",2470.00,-2.70,4815.80,40.00,73.90,14.00,35.00,1170.00,0.00,1.90,33200.00,30200.00,18.90,16.80,32.00,60.00,60.00,1790.00,380.00,65.00,85.00,330.00,865.00,235.00,14.90,20.90,850.00,876.00,160.00,424000.00
"4620017.00","462","Montréal","0017.00",2131.00,-0.50,9504.90,38.60,75.60,10.80,30.00,1150.00,0.00,1.80,34400.00,31400.00,17.90,16.40,28.00,40.00,75.00,1775.00,250.00,0.00,85.00,375.00,840.00,300.00,18.70,26.90,810.00,830.00,125.00,348000.00
"4620018.00","462","Montréal","0018.00",2013.00,0.40,5480.50,38.30,78.20,10.20,40.00,1065.00,25.00,1.70,32800.00,29400.00,18.70,17.80,34.00,105.00,60.00,1705.00,255.00,25.00,25.00,225.00,945.00,340.00,25.00,30.50,810.00,878.00,150.00,400000.00
"4620019.00","462","Montréal","0019.00",2398.00,2.50,7227.20,40.20,73.10,15.00,75.00,1115.00,130.00,1.80,29600.00,27200.00,21.00,14.80,57.20,65.00,145.00,1965.00,260.00,20.00,75.00,360.00,925.00,190.00,20.00,13.00,795.00,836.00,170.00,448000.00
"4620021.00","462","Montréal","0021.00",3028.00,4.70,6733.40,36.90,78.30,9.40,15.00,1420.00,140.00,1.90,26600.00,25200.00,24.20,22.20,44.00,60.00,150.00,2400.00,415.00,75.00,105.00,270.00,1275.00,320.00,21.20,21.30,820.00,846.00,235.00,400000.00
"4620022.00","462","Montréal","0022.00",1527.00,-1.50,8961.30,38.50,82.60,8.90,60.00,780.00,5.00,1.80,32400.00,29400.00,15.30,13.70,31.00,40.00,70.00,1225.00,200.00,15.00,60.00,180.00,690.00,200.00,17.10,24.80,860.00,890.00,95.00,376000.00
"4620023.00","462","Montréal","0023.00",1238.00,-3.40,3429.40,37.10,80.20,8.50,55.00,615.00,0.00,1.80,31400.00,29000.00,20.20,17.20,42.00,70.00,30.00,1020.00,210.00,55.00,30.00,175.00,515.00,125.00,11.40,20.60,820.00,836.00,85.00,332000.00
"4620024.00","462","Montréal","0024.00",2544.00,-3.90,9161.00,37.20,80.30,9.40,60.00,1265.00,45.00,1.80,31000.00,28400.00,18.50,15.50,43.00,160.00,130.00,1920.00,490.00,95.00,95.00,325.00,1075.00,275.00,20.00,20.10,820.00,888.00,185.00,400000.00
"4620025.00","462","Montréal","0025.00",3018.00,0.10,13515.50,37.80,75.80,10.90,45.00,1475.00,0.00,1.90,32800.00,30000.00,17.60,15.90,33.50,135.00,150.00,2280.00,415.00,55.00,115.00,360.00,1175.00,390.00,15.30,28.90,850.00,902.00,275.00,348000.00
"4620026.00","462","Montréal","0026.00",2519.00,-2.40,14410.80,38.90,79.00,11.10,50.00,1385.00,65.00,1.70,35600.00,31600.00,19.50,15.40,48.00,125.00,165.00,1940.00,490.00,40.00,75.00,485.00,1050.00,330.00,20.80,21.20,810.00,854.00,145.00,348000.00
"4620027.00","462","Montréal","0027.00",1629.00,-1.30,17147.40,36.80,81.60,8.00,100.00,815.00,0.00,1.80,33200.00,30200.00,15.60,14.60,31.00,80.00,100.00,1185.00,300.00,25.00,75.00,200.00,695.00,205.00,20.50,23.20,830.00,902.00,125.00,472000.00
"4620028.00","462","Montréal","0028.00",2058.00,-0.90,13091.60,36.10,81.00,7.50,10.00,1125.00,0.00,1.80,37600.00,33200.00,14.90,13.50,33.00,120.00,135.00,1640.00,305.00,10.00,75.00,295.00,865.00,280.00,29.30,23.50,890.00,958.00,105.00,448000.00
"4620029.00","462","Montréal","0029.00",4027.00,9.50,10027.40,38.20,76.40,11.60,165.00,1890.00,35.00,1.80,33600.00,30200.00,16.50,14.20,34.50,175.00,365.00,2865.00,700.00,85.00,110.00,405.00,1680.00,415.00,16.00,20.80,830.00,852.00,275.00,380000.00
"4620030.00","462","Montréal","0030.00",3506.00,12.00,11620.80,38.60,79.50,11.70,85.00,1965.00,0.00,1.70,33600.00,30600.00,21.60,20.50,32.50,210.00,450.00,2210.00,680.00,115.00,170.00,515.00,1540.00,580.00,15.50,33.30,850.00,932.00,200.00,400000.00
"4620031.00","462","Montréal","0031.00",2803.00,5.40,10889.70,37.80,80.40,9.60,185.00,1220.00,55.00,1.70,31800.00,29200.00,20.60,21.30,24.00,110.00,315.00,1960.00,500.00,65.00,115.00,440.00,1160.00,425.00,20.70,29.10,820.00,910.00,170.00,500000.00
"4620032.00","462","Montréal","0032.00",1497.00,-7.00,12180.60,36.80,84.00,7.30,115.00,760.00,50.00,1.60,32800.00,29600.00,22.60,22.40,39.00,95.00,210.00,915.00,350.00,20.00,85.00,205.00,725.00,275.00,28.60,29.90,750.00,852.00,120.00,500000.00
"4620033.00","462","Montréal","0033.00",1752.00,1.00,11428.60,37.20,81.80,9.10,150.00,785.00,0.00,1.80,30000.00,27600.00,21.70,20.40,42.00,130.00,125.00,1265.00,355.00,40.00,65.00,195.00,805.00,295.00,36.80,28.00,860.00,898.00,135.00,500000.00
"4620034.00","462","Montréal","0034.00",2825.00,10.40,13194.80,38.00,80.20,9.20,100.00,1200.00,100.00,1.80,29600.00,27000.00,23.20,20.40,41.00,155.00,265.00,1885.00,680.00,90.00,185.00,575.00,950.00,390.00,20.20,29.50,800.00,840.00,235.00,400000.00
"4620035.00","462","Montréal","0035.00",2015.00,0.60,11101.90,36.50,81.70,7.90,45.00,1085.00,0.00,1.80,31400.00,28200.00,19.60,18.00,32.00,130.00,155.00,1470.00,365.00,15.00,75.00,190.00,930.00,260.00,23.70,23.10,880.00,950.00,195.00,448000.00
"4620036.00","462","Montréal","0036.00",2103.00,1.40,11324.70,36.60,84.10,5.90,45.00,1090.00,25.00,1.70,32400.00,29600.00,21.00,20.80,32.00,85.00,260.00,1305.00,450.00,50.00,90.00,320.00,870.00,305.00,15.90,30.80,840.00,916.00,160.00,400000.00
"4620037.00","462","Montréal","0037.00",3452.00,3.40,6904.00,45.10,68.10,23.80,130.00,955.00,1040.00,1.60,28400.00,27000.00,27.40,22.30,42.40,165.00,320.00,2325.00,770.00,80.00,170.00,365.00,1765.00,645.00,16.40,33.10,820.00,824.00,130.00,360000.00
"4620038.00","462","Montréal","0038.00",1976.00,3.10,9391.60,35.50,75.70,9.10,50.00,730.00,165.00,2.10,24800.00,24200.00,25.70,20.80,61.00,100.00,155.00,1275.00,575.00,110.00,210.00,205.00,770.00,180.00,22.00,18.30,765.00,854.00,100.00,400000.00
"4620039.00","462","Montréal","0039.00",2142.00,-9.50,4520.90,39.80,83.90,10.00,25.00,880.00,405.00,1.60,32800.00,29800.00,22.70,20.50,46.00,190.00,245.00,1360.00,655.00,95.00,135.00,430.00,950.00,395.00,27.10,29.60,920.00,956.00,100.00,364000.00
"4620040.00","462","Montréal","0040.00",0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4620041.00","462","Montréal","0041.00",1814.00,8.00,7022.80,37.60,84.30,9.60,5.00,685.00,345.00,1.70,30400.00,27800.00,22.10,21.60,28.00,175.00,345.00,985.00,455.00,45.00,100.00,175.00,850.00,325.00,17.10,35.30,990.00,1044.00,110.00,320000.00
"4620042.00","462","Montréal","0042.00",1145.00,21.30,11159.80,42.30,82.50,13.50,5.00,525.00,210.00,1.50,39200.00,34000.00,24.00,20.60,40.00,45.00,225.00,665.00,255.00,20.00,45.00,255.00,475.00,180.00,19.20,25.50,900.00,940.00,50.00,400000.00
"4620043.00","462","Montréal","0043.00",1385.00,36.50,3926.90,40.00,87.00,8.30,15.00,635.00,150.00,1.60,36400.00,32400.00,23.60,22.40,40.00,80.00,185.00,715.00,320.00,30.00,65.00,315.00,500.00,285.00,27.40,40.00,1050.00,1144.00,65.00,380000.00
"4620044.00","462","Montréal","0044.00",2164.00,5.40,15876.70,39.00,82.20,10.90,20.00,1120.00,75.00,1.70,32000.00,29000.00,22.30,19.50,42.00,125.00,435.00,1260.00,595.00,70.00,90.00,365.00,945.00,305.00,13.90,27.60,930.00,998.00,190.00,448000.00
"4620045.00","462","Montréal","0045.00",1493.00,6.60,12706.40,43.90,77.90,17.40,15.00,770.00,160.00,1.50,29600.00,27800.00,22.50,21.20,30.00,50.00,130.00,990.00,295.00,10.00,40.00,145.00,775.00,240.00,21.40,27.30,930.00,954.00,135.00,548000.00
"4620046.00","462","Montréal","0046.00",2143.00,7.40,13478.00,38.60,82.50,8.60,20.00,1220.00,5.00,1.70,35600.00,31600.00,22.80,20.50,35.00,115.00,200.00,1385.00,585.00,95.00,145.00,365.00,935.00,360.00,25.00,29.20,830.00,892.00,90.00,384000.00
"4620047.00","462","Montréal","0047.00",728.00,-1.90,6143.50,37.30,84.10,6.90,15.00,370.00,0.00,1.90,32400.00,29400.00,19.20,19.20,32.00,45.00,110.00,425.00,210.00,30.00,30.00,75.00,325.00,80.00,0.00,20.30,820.00,956.00,30.00,400000.00
"4620048.00","462","Montréal","0048.00",2302.00,4.00,16407.70,34.50,84.40,5.20,25.00,1260.00,0.00,1.80,34400.00,30800.00,15.30,14.70,28.00,155.00,235.00,1620.00,490.00,50.00,120.00,275.00,1040.00,320.00,14.50,27.10,940.00,984.00,205.00,448000.00
"4620049.00","462","Montréal","0049.00",1399.00,6.60,8520.10,39.90,76.40,15.70,0.00,615.00,95.00,1.70,26800.00,25400.00,24.00,21.40,50.00,105.00,190.00,750.00,275.00,30.00,50.00,180.00,565.00,245.00,27.00,34.50,830.00,900.00,90.00,400000.00
"4620050.00","462","Montréal","0050.00",1364.00,4.30,19320.10,40.60,72.40,15.80,10.00,485.00,210.00,1.80,26800.00,25600.00,31.60,26.20,62.00,95.00,240.00,740.00,380.00,50.00,115.00,145.00,600.00,155.00,27.60,20.90,860.00,896.00,90.00,480000.00
"4620051.00","462","Montréal","0051.00",1907.00,30.30,8911.20,37.50,83.50,10.20,50.00,840.00,195.00,1.60,29200.00,27200.00,24.00,23.70,26.00,115.00,470.00,815.00,420.00,40.00,75.00,175.00,885.00,415.00,25.00,44.40,1010.00,1154.00,95.00,400000.00
"4620052.00","462","Montréal","0052.00",2208.00,12.70,15850.70,39.70,78.30,14.90,45.00,700.00,455.00,1.70,25200.00,24400.00,30.80,27.70,51.00,105.00,455.00,1140.00,490.00,75.00,110.00,175.00,1030.00,295.00,20.60,26.10,950.00,1046.00,195.00,448000.00
"4620053.00","462","Montréal","0053.00",1385.00,27.30,12836.00,46.50,71.80,24.90,0.00,260.00,655.00,1.40,34000.00,31000.00,27.20,23.20,41.00,105.00,240.00,735.00,345.00,10.00,70.00,280.00,630.00,345.00,27.30,46.60,1150.00,1152.00,60.00,384000.00
"4620054.00","462","Montréal","0054.00",1444.00,2.70,9601.10,41.60,83.30,13.20,0.00,610.00,190.00,1.60,38800.00,35600.00,19.00,18.60,19.00,85.00,190.00,575.00,360.00,35.00,65.00,255.00,475.00,175.00,17.60,27.70,1180.00,1164.00,60.00,400000.00
"4620055.01","462","Montréal","0055.01",5726.00,20.30,7778.80,44.80,74.90,17.70,0.00,1485.00,1855.00,1.70,57600.00,47600.00,14.60,14.40,15.00,290.00,425.00,3545.00,1600.00,75.00,265.00,1780.00,1530.00,905.00,23.20,32.30,1450.00,1516.00,305.00,600000.00
"4620055.02","462","Montréal","0055.02",559.00,-32.00,448.80,61.20,42.90,53.60,0.00,5.00,300.00,1.90,80000.00,61200.00,9.20,12.00,6.00,0.00,0.00,430.00,110.00,0.00,0.00,270.00,35.00,90.00,31.50,0.00,2080.00,2600.00,35.00,850000.00
"4620056.00","462","Montréal","0056.00",1963.00,26.50,6811.20,47.70,68.60,26.80,0.00,165.00,995.00,1.60,25800.00,24400.00,31.80,24.00,52.80,160.00,355.00,640.00,920.00,65.00,320.00,140.00,1075.00,525.00,44.40,44.00,1430.00,1428.00,0.00,424000.00
"4620057.00","462","Montréal","0057.00",1963.00,21.40,13472.90,45.60,72.00,23.20,5.00,195.00,820.00,1.50,24400.00,23000.00,33.40,32.00,49.00,160.00,345.00,575.00,645.00,75.00,170.00,280.00,745.00,350.00,22.60,39.90,1250.00,1104.00,30.00,380000.00
"4620058.00","462","Montréal","0058.00",1251.00,11.40,8268.30,40.60,73.70,18.30,10.00,200.00,475.00,1.60,26000.00,24600.00,30.70,23.20,58.00,125.00,170.00,455.00,495.00,35.00,160.00,190.00,515.00,190.00,28.90,27.80,910.00,944.00,40.00,420000.00
"4620059.00","462","Montréal","0059.00",1428.00,3.20,7041.40,42.30,77.20,17.50,5.00,360.00,480.00,1.70,38000.00,33600.00,20.40,21.40,17.50,85.00,205.00,790.00,385.00,25.00,95.00,320.00,550.00,240.00,20.30,32.40,1220.00,1232.00,95.00,500000.00
"4620060.00","462","Montréal","0060.00",1082.00,-13.20,11838.10,50.40,58.30,34.30,0.00,145.00,345.00,2.10,19800.00,19600.00,49.40,31.00,84.00,0.00,0.00,490.00,555.00,150.00,255.00,0.00,480.00,45.00,,8.40,444.00,572.00,75.00,
"4620061.00","462","Montréal","0061.00",1325.00,89.60,6106.00,35.50,88.30,7.20,0.00,295.00,380.00,1.60,38000.00,35200.00,22.40,22.80,24.00,85.00,255.00,495.00,405.00,30.00,75.00,275.00,430.00,315.00,34.50,52.40,1470.00,1595.00,30.00,460000.00
"4620062.00","462","Montréal","0062.00",4679.00,87.80,5646.20,34.70,87.00,6.90,0.00,50.00,2915.00,1.60,32400.00,29800.00,33.80,34.60,21.00,450.00,1265.00,1725.00,1530.00,75.00,225.00,960.00,1985.00,1520.00,45.70,59.40,1700.00,1782.00,45.00,580000.00
"4620063.00","462","Montréal","0063.00",5477.00,383.00,15067.40,32.00,90.10,3.80,0.00,255.00,3245.00,1.50,20000.00,19600.00,48.70,49.30,33.00,810.00,1720.00,1380.00,1955.00,120.00,185.00,1180.00,2180.00,1920.00,63.80,62.90,1620.00,1656.00,65.00,540000.00
"4620064.00","462","Montréal","0064.00",1949.00,10.60,8114.10,34.80,82.80,9.70,0.00,110.00,1015.00,1.70,20400.00,20000.00,44.50,47.40,22.00,180.00,640.00,455.00,680.00,35.00,115.00,265.00,785.00,510.00,52.90,54.70,1410.00,1512.00,30.00,850000.00
"4620065.01","462","Montréal","0065.01",6388.00,-7.20,46661.80,34.00,86.10,8.70,0.00,375.00,3640.00,1.60,17000.00,17000.00,43.10,44.80,29.40,830.00,2985.00,1355.00,2260.00,200.00,350.00,180.00,3950.00,2180.00,57.10,56.20,1000.00,1068.00,375.00,448000.00
"4620065.02","462","Montréal","0065.02",3629.00,-0.40,24975.90,35.40,82.50,10.90,0.00,670.00,1465.00,1.70,21400.00,21000.00,38.70,40.50,22.80,380.00,935.00,1255.00,1200.00,170.00,190.00,220.00,1835.00,1015.00,41.90,52.10,1260.00,1318.00,145.00,428000.00
"4620066.01","462","Montréal","0066.01",3684.00,25.30,16108.40,34.20,83.60,9.20,0.00,300.00,1715.00,1.80,19000.00,18800.00,38.00,38.30,31.20,390.00,1620.00,985.00,1345.00,170.00,220.00,410.00,1765.00,1075.00,34.10,56.70,1210.00,1326.00,175.00,452000.00
"4620066.02","462","Montréal","0066.02",3178.00,43.60,17606.60,39.30,77.60,16.40,25.00,455.00,1455.00,1.50,23400.00,22600.00,39.90,39.50,40.00,315.00,910.00,1165.00,1135.00,120.00,170.00,455.00,1605.00,985.00,46.50,51.80,970.00,1158.00,175.00,500000.00
"4620067.00","462","Montréal","0067.00",1839.00,1.20,12544.30,36.40,73.40,10.10,15.00,485.00,75.00,2.20,27800.00,26600.00,26.00,22.00,40.00,65.00,65.00,1095.00,595.00,160.00,165.00,235.00,580.00,145.00,10.90,21.90,735.00,864.00,85.00,600000.00
"4620068.00","462","Montréal","0068.00",1901.00,-7.40,11814.80,36.50,70.50,9.70,0.00,475.00,10.00,2.80,20000.00,19800.00,31.40,28.40,42.00,55.00,15.00,950.00,715.00,215.00,260.00,65.00,520.00,55.00,30.80,7.70,488.00,554.00,95.00,850000.00
"4620069.01","462","Montréal","0069.01",4563.00,15.30,10484.80,37.60,78.10,10.60,0.00,485.00,1860.00,1.80,44400.00,38400.00,22.50,22.70,16.80,535.00,670.00,2180.00,1900.00,140.00,285.00,1250.00,1405.00,885.00,30.10,38.30,1600.00,1596.00,65.00,500000.00
"4620069.02","462","Montréal","0069.02",4206.00,186.30,16201.80,36.00,85.60,5.20,0.00,160.00,2375.00,1.70,56800.00,47200.00,13.90,13.20,26.00,315.00,330.00,2590.00,1180.00,80.00,255.00,1405.00,1155.00,650.00,23.20,28.90,1410.00,1364.00,95.00,500000.00
"4620070.01","462","Montréal","0070.01",3767.00,88.20,14405.40,36.60,89.00,5.20,5.00,120.00,2355.00,1.50,54000.00,45600.00,14.10,14.10,11.00,245.00,545.00,1950.00,1060.00,90.00,150.00,960.00,1420.00,700.00,23.30,34.40,1570.00,1624.00,65.00,500000.00
"4620070.02","462","Montréal","0070.02",5908.00,77.20,16521.30,33.60,91.60,2.80,0.00,100.00,3420.00,1.50,54400.00,45600.00,13.00,13.10,10.00,525.00,820.00,2775.00,1585.00,120.00,230.00,1340.00,2085.00,990.00,27.20,30.80,1550.00,1586.00,20.00,448000.00
"4620071.00","462","Montréal","0071.00",0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4620072.00","462","Montréal","0072.00",3634.00,1.40,1400.60,37.90,71.00,11.60,250.00,1035.00,160.00,2.00,35200.00,31800.00,22.00,18.60,46.40,110.00,135.00,2795.00,815.00,155.00,185.00,645.00,1155.00,265.00,11.70,16.50,690.00,796.00,255.00,600000.00
"4620073.00","462","Montréal","0073.00",1936.00,4.80,5935.00,42.40,70.90,18.00,50.00,555.00,405.00,1.70,39200.00,34400.00,20.90,14.50,52.00,50.00,60.00,1260.00,500.00,105.00,115.00,420.00,670.00,340.00,23.80,35.60,795.00,916.00,75.00,600000.00
"4620074.00","462","Montréal","0074.00",3631.00,0.60,9043.60,36.90,74.70,9.00,350.00,1105.00,0.00,2.10,35600.00,32000.00,16.40,14.50,27.20,85.00,215.00,2630.00,610.00,85.00,160.00,645.00,1085.00,350.00,17.20,22.20,830.00,974.00,260.00,552000.00
"4620075.00","462","Montréal","0075.00",2675.00,-4.40,8699.20,37.80,74.40,10.80,110.00,925.00,70.00,1.90,34800.00,31000.00,20.20,16.80,46.00,100.00,115.00,2040.00,575.00,115.00,200.00,355.00,1050.00,265.00,25.40,16.70,735.00,812.00,205.00,480000.00
"4620076.00","462","Montréal","0076.00",3305.00,10.60,9027.60,39.90,74.90,13.00,45.00,1200.00,365.00,1.80,38400.00,35200.00,21.30,18.40,37.00,170.00,140.00,2295.00,790.00,190.00,165.00,605.00,1175.00,370.00,18.90,22.00,830.00,1004.00,125.00,500000.00
"4620077.00","462","Montréal","0077.00",4025.00,35.70,9576.50,39.80,71.70,13.90,0.00,665.00,1150.00,1.90,38000.00,34000.00,20.80,18.40,31.60,185.00,210.00,2540.00,1445.00,340.00,345.00,845.00,1250.00,390.00,17.90,19.20,755.00,978.00,140.00,616000.00
"4620078.00","462","Montréal","0078.00",3955.00,-1.40,10640.30,43.50,66.40,21.40,85.00,1015.00,670.00,1.90,39600.00,35600.00,22.00,17.80,32.00,120.00,175.00,2540.00,1245.00,190.00,325.00,860.00,1255.00,510.00,20.80,26.30,970.00,1196.00,170.00,624000.00
"4620079.00","462","Montréal","0079.00",4579.00,-0.40,7694.50,38.90,75.90,12.20,45.00,2085.00,150.00,1.80,39200.00,35200.00,20.30,17.50,30.20,215.00,185.00,3350.00,1100.00,155.00,250.00,825.00,1745.00,600.00,21.80,24.30,890.00,1020.00,235.00,500000.00
"4620080.00","462","Montréal","0080.00",782.00,0.30,8679.20,35.00,89.10,6.40,0.00,370.00,0.00,2.00,36400.00,33200.00,12.60,11.80,24.00,20.00,70.00,625.00,115.00,10.00,30.00,95.00,295.00,90.00,0.00,28.80,1340.00,1410.00,90.00,500000.00
"4620081.00","462","Montréal","0081.00",3553.00,1.50,13509.50,36.80,85.40,7.00,0.00,1520.00,650.00,1.60,40800.00,36400.00,17.10,15.70,32.00,130.00,220.00,2510.00,680.00,75.00,155.00,735.00,1450.00,585.00,23.60,28.60,1020.00,1060.00,220.00,392000.00
"4620082.00","462","Montréal","0082.00",2186.00,-1.80,7343.00,35.40,77.80,8.70,5.00,810.00,305.00,1.90,28600.00,26800.00,24.40,20.20,50.00,85.00,165.00,1480.00,530.00,105.00,130.00,175.00,935.00,250.00,11.80,24.50,820.00,912.00,165.00,400000.00
"4620083.00","462","Montréal","0083.00",3406.00,2.00,8197.40,36.50,77.80,9.10,90.00,1620.00,5.00,1.90,38000.00,34000.00,17.40,16.40,21.00,130.00,130.00,2650.00,615.00,105.00,140.00,515.00,1325.00,425.00,22.80,23.50,920.00,1104.00,140.00,500000.00
"4620084.00","462","Montréal","0084.00",2793.00,7.40,8081.60,47.00,61.80,28.30,65.00,870.00,420.00,1.80,31800.00,29600.00,24.40,17.20,51.60,60.00,105.00,1755.00,600.00,100.00,120.00,360.00,1025.00,360.00,21.90,27.50,890.00,960.00,95.00,400000.00
"4620085.00","462","Montréal","0085.00",747.00,-0.50,631.00,37.30,73.80,10.10,50.00,255.00,0.00,2.20,31800.00,29400.00,18.40,16.40,20.00,60.00,20.00,485.00,200.00,35.00,55.00,90.00,245.00,95.00,26.30,26.00,840.00,950.00,40.00,412000.00
"4620086.00","462","Montréal","0086.00",3934.00,-3.30,7463.50,42.70,69.60,18.60,400.00,1400.00,25.00,1.90,35600.00,32000.00,16.20,13.90,25.00,140.00,190.00,2800.00,865.00,65.00,155.00,740.00,1280.00,460.00,21.10,23.80,830.00,868.00,175.00,600000.00
"4620087.00","462","Montréal","0087.00",3221.00,-5.40,12261.10,37.80,72.80,10.90,320.00,990.00,245.00,2.10,32000.00,29600.00,19.40,17.60,25.20,175.00,80.00,2245.00,875.00,230.00,170.00,525.00,1045.00,260.00,18.30,15.50,755.00,812.00,150.00,436000.00
"4620088.00","462","Montréal","0088.00",3585.00,1.20,10615.90,42.80,66.50,20.10,610.00,1025.00,185.00,1.90,32800.00,30200.00,19.30,16.20,32.00,120.00,105.00,2690.00,700.00,120.00,105.00,460.00,1395.00,405.00,17.60,23.50,810.00,844.00,155.00,552000.00
