"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39"
"4620490.00","462","Montréal","0490.00",1265.00,845.00,420.00,41.80,850.00,860.00,6.50,345560.00,425.00,845.00,15.50,115.00,51456.00,115.00,44949.00,40048.00,25.50,29.10,27575.00,25728.00,2432.00,0.40,1277.00,3530.80,42.40,71.20,18.50,580.00,65.00,1.90,90.00,260.00,1890.00,340.00,35.00,75.00
"4620491.00","462","Montréal","0491.00",690.00,60.00,65.00,0.00,812.00,875.00,0.00,400386.00,630.00,55.00,10.20,30.00,86784.00,60.00,130645.00,103584.00,2.70,2.40,46507.00,39275.00,2526.00,-4.70,683.00,257.90,44.60,67.90,19.20,0.00,0.00,3.00,60.00,15.00,1615.00,345.00,40.00,35.00
"4620500.00","462","Montréal","0500.00",345.00,40.00,55.00,0.00,850.00,868.00,0.00,647854.00,305.00,40.00,14.80,25.00,52352.00,30.00,116224.00,91904.00,10.30,11.50,48213.00,40064.00,921.00,0.10,346.00,122.40,44.60,62.00,23.90,5.00,0.00,2.70,45.00,15.00,670.00,240.00,0.00,30.00
"4620511.01","462","Montréal","0511.01",1155.00,155.00,170.00,32.30,763.00,884.00,9.70,349547.00,995.00,155.00,12.10,65.00,74240.00,150.00,83776.00,71205.00,9.70,9.10,36907.00,32747.00,3295.00,-1.10,1171.00,2261.70,41.30,64.30,17.30,105.00,70.00,2.70,80.00,30.00,2010.00,1095.00,150.00,225.00
"4620511.02","462","Montréal","0511.02",2265.00,1255.00,580.00,36.50,753.00,774.00,29.60,296528.00,1020.00,1250.00,12.70,135.00,44672.00,375.00,55829.00,50573.00,23.30,20.10,25840.00,24826.00,6209.00,1.80,2253.00,4042.60,36.00,66.30,11.10,1455.00,0.00,2.80,785.00,70.00,2925.00,3275.00,555.00,835.00
"4620512.02","462","Montréal","0512.02",1755.00,390.00,340.00,37.20,903.00,972.00,0.00,320347.00,1375.00,390.00,13.90,115.00,63040.00,165.00,72850.00,61525.00,10.90,10.40,34336.00,30496.00,4449.00,-0.10,1768.00,3027.10,45.00,63.10,22.90,105.00,540.00,2.50,240.00,25.00,2745.00,1570.00,135.00,270.00
"4620512.03","462","Montréal","0512.03",1315.00,570.00,385.00,37.50,886.00,899.00,0.00,234892.00,755.00,570.00,22.50,30.00,48960.00,110.00,50859.00,44660.00,17.40,15.80,31184.00,28425.00,2512.00,13.50,1302.00,3659.10,42.90,62.50,21.70,730.00,360.00,1.90,145.00,30.00,1520.00,1015.00,75.00,250.00
"4620512.04","462","Montréal","0512.04",2395.00,745.00,595.00,39.60,801.00,855.00,0.00,300766.00,1650.00,745.00,18.10,175.00,57216.00,315.00,66304.00,58283.00,12.90,11.70,29639.00,27150.00,6674.00,1.20,2416.00,3770.40,39.60,67.90,14.30,740.00,0.00,2.80,350.00,35.00,3775.00,2825.00,395.00,695.00
"4620513.01","462","Montréal","0513.01",1815.00,695.00,445.00,40.30,729.00,841.00,16.40,331068.00,1115.00,695.00,14.30,95.00,57472.00,240.00,63598.00,57037.00,14.00,12.60,26176.00,24636.00,5229.00,0.90,1808.00,4816.70,39.70,67.40,15.20,595.00,0.00,2.90,340.00,55.00,2665.00,2495.00,300.00,610.00
"4620513.02","462","Montréal","0513.02",1680.00,835.00,420.00,39.40,750.00,747.00,22.30,348635.00,855.00,830.00,11.20,135.00,45824.00,205.00,50688.00,46208.00,21.90,18.60,25973.00,24256.00,4227.00,8.40,1692.00,3387.80,40.40,63.20,18.20,790.00,180.00,2.50,340.00,75.00,2235.00,1905.00,300.00,445.00
"4620514.01","462","Montréal","0514.01",2760.00,850.00,725.00,41.40,976.00,1083.00,13.00,300719.00,1910.00,850.00,19.80,160.00,58496.00,345.00,68155.00,59463.00,11.80,10.60,32819.00,29573.00,6997.00,-2.30,2761.00,3494.80,41.80,65.80,17.90,1070.00,170.00,2.50,370.00,20.00,4385.00,2525.00,345.00,480.00
"4620514.02","462","Montréal","0514.02",2165.00,490.00,410.00,36.70,815.00,899.00,0.00,348193.00,1685.00,495.00,13.40,110.00,63872.00,290.00,77312.00,66958.00,10.40,9.60,30880.00,28425.00,6255.00,-1.10,2176.00,3344.20,39.30,69.00,13.30,535.00,0.00,2.90,440.00,70.00,3730.00,2440.00,245.00,505.00
"4620515.01","462","Montréal","0515.01",1905.00,345.00,425.00,39.10,842.00,961.00,0.00,449652.00,1565.00,340.00,18.60,60.00,69461.00,205.00,99243.00,83602.00,8.20,7.20,38693.00,34137.00,5975.00,8.40,1946.00,655.20,36.90,70.70,8.40,320.00,0.00,3.00,250.00,35.00,3580.00,2120.00,295.00,540.00
"4620515.02","462","Montréal","0515.02",1550.00,485.00,325.00,27.60,850.00,930.00,0.00,400515.00,1065.00,485.00,18.30,60.00,61248.00,220.00,84736.00,71654.00,9.80,8.70,34676.00,30976.00,4551.00,0.60,1511.00,4881.50,36.50,71.50,8.10,495.00,0.00,3.00,295.00,10.00,2910.00,1750.00,195.00,330.00
"4620515.03","462","Montréal","0515.03",1175.00,170.00,190.00,52.90,782.00,868.00,0.00,324779.00,1000.00,170.00,10.00,70.00,66816.00,130.00,82091.00,69461.00,10.50,9.20,31923.00,28928.00,3328.00,-5.00,1170.00,3442.60,40.50,71.10,12.60,135.00,0.00,2.80,215.00,0.00,2020.00,1295.00,100.00,245.00
"4620515.04","462","Montréal","0515.04",1290.00,365.00,255.00,34.20,822.00,911.00,0.00,348323.00,925.00,365.00,14.10,75.00,61248.00,180.00,74848.00,64933.00,11.80,10.70,31251.00,28352.00,3655.00,-1.60,1293.00,4377.20,39.40,70.00,12.70,295.00,0.00,2.80,370.00,30.00,2230.00,1395.00,170.00,220.00
"4620520.02","462","Montréal","0520.02",2440.00,620.00,565.00,33.10,865.00,917.00,0.00,325071.00,1830.00,620.00,20.10,190.00,59392.00,395.00,68166.00,60601.00,11.70,10.60,27994.00,25890.00,7081.00,-1.10,2449.00,4370.20,40.60,66.50,17.20,565.00,90.00,2.90,130.00,80.00,3655.00,3335.00,465.00,895.00
"4620520.03","462","Montréal","0520.03",1270.00,430.00,295.00,38.40,724.00,813.00,0.00,379380.00,840.00,430.00,15.50,100.00,54827.00,185.00,65690.00,59110.00,14.00,13.70,28378.00,26169.00,3655.00,-5.10,1285.00,2470.40,40.70,66.50,16.80,380.00,0.00,2.80,185.00,50.00,1770.00,1795.00,185.00,535.00
"4620520.04","462","Montréal","0520.04",1745.00,815.00,495.00,34.80,875.00,934.00,0.00,299914.00,930.00,820.00,22.60,180.00,55808.00,245.00,58219.00,52718.00,16.90,16.20,27226.00,25330.00,4544.00,0.00,1735.00,4286.80,39.90,66.60,16.10,600.00,0.00,2.60,345.00,70.00,2275.00,2235.00,290.00,555.00
"4620521.01","462","Montréal","0521.01",1930.00,610.00,505.00,35.50,1028.00,1104.00,2.50,286021.00,1325.00,610.00,21.90,160.00,57984.00,310.00,65306.00,56672.00,13.30,11.80,31072.00,27956.00,4819.00,3.60,1911.00,5733.50,40.90,65.70,17.80,195.00,325.00,2.50,225.00,40.00,2970.00,1865.00,150.00,405.00
"4620521.04","462","Montréal","0521.04",1720.00,325.00,335.00,39.10,853.00,964.00,0.00,400950.00,1400.00,320.00,15.00,105.00,64320.00,165.00,90155.00,75725.00,9.00,8.70,34901.00,30859.00,4983.00,-1.40,1743.00,3554.20,41.40,63.90,18.80,205.00,105.00,2.90,95.00,30.00,3375.00,1535.00,100.00,300.00
"4620521.05","462","Montréal","0521.05",1445.00,195.00,355.00,59.00,920.00,1063.00,43.60,650574.00,1250.00,195.00,19.30,55.00,66304.00,125.00,121728.00,98624.00,8.20,7.30,36672.00,32256.00,4882.00,1.30,1471.00,3624.40,40.00,68.60,14.40,70.00,210.00,3.20,110.00,20.00,3235.00,1465.00,145.00,285.00
"4620521.06","462","Montréal","0521.06",1860.00,275.00,465.00,65.50,1132.00,1312.00,31.50,449916.00,1585.00,275.00,17.70,85.00,70528.00,150.00,98816.00,81262.00,8.30,6.70,39168.00,34284.00,5029.00,-1.80,1848.00,2407.10,43.30,61.30,21.90,395.00,185.00,2.70,100.00,30.00,3360.00,1715.00,130.00,315.00
"4620521.07","462","Montréal","0521.07",1245.00,95.00,195.00,21.10,1238.00,1310.00,0.00,424593.00,1155.00,90.00,15.20,45.00,69888.00,120.00,101760.00,85440.00,7.20,6.70,35328.00,31184.00,4291.00,-3.70,1261.00,2084.70,45.40,60.30,24.50,0.00,0.00,3.10,65.00,0.00,2330.00,1510.00,120.00,255.00
"4620522.01","462","Montréal","0522.01",1330.00,230.00,250.00,55.60,848.00,873.00,0.00,380799.00,1105.00,225.00,11.80,110.00,65152.00,115.00,86187.00,72090.00,7.70,7.50,35230.00,31225.00,3557.00,-4.70,1318.00,2903.40,43.30,62.90,21.90,40.00,165.00,2.70,120.00,15.00,2280.00,1315.00,95.00,275.00
"4620522.02","462","Montréal","0522.02",1370.00,435.00,285.00,37.90,966.00,946.00,0.00,379286.00,935.00,435.00,12.80,60.00,60928.00,140.00,74539.00,63616.00,9.80,9.10,32807.00,29402.00,3595.00,-3.50,1381.00,3307.60,45.60,62.70,24.10,170.00,255.00,2.50,190.00,35.00,2070.00,1335.00,115.00,195.00
"4620523.00","462","Montréal","0523.00",830.00,0.00,120.00,0.00,0.00,0.00,0.00,366037.00,810.00,15.00,14.20,70.00,84224.00,70.00,98645.00,82944.00,6.70,5.80,35054.00,31168.00,2463.00,-2.40,808.00,3228.00,41.20,64.50,18.10,0.00,0.00,3.00,50.00,10.00,1455.00,1035.00,65.00,215.00
"4620530.00","462","Montréal","0530.00",2110.00,310.00,355.00,33.30,830.00,912.00,0.00,348625.00,1805.00,310.00,14.10,200.00,63104.00,260.00,81067.00,69063.00,8.30,7.70,35058.00,30912.00,5941.00,1.00,2120.00,2642.00,41.60,65.80,17.00,230.00,0.00,2.80,120.00,10.00,3840.00,2040.00,200.00,430.00
"4620540.00","462","Montréal","0540.00",1655.00,1050.00,585.00,43.30,795.00,920.00,4.80,276331.00,600.00,1050.00,21.50,135.00,45952.00,245.00,43853.00,39584.00,24.40,23.20,26901.00,24968.00,3700.00,7.20,1681.00,4215.10,44.90,62.40,23.10,1075.00,145.00,2.00,410.00,65.00,2160.00,1125.00,100.00,260.00
"4620550.02","462","Montréal","0550.02",1270.00,240.00,260.00,31.20,729.00,737.00,0.00,399737.00,1025.00,240.00,18.00,70.00,68224.00,140.00,80512.00,67371.00,9.50,9.40,36826.00,32240.00,3233.00,12.40,1263.00,242.50,41.90,68.20,16.20,160.00,0.00,2.50,75.00,30.00,2300.00,865.00,25.00,160.00
"4620550.03","462","Montréal","0550.03",2205.00,180.00,360.00,47.20,754.00,844.00,0.00,414906.00,2030.00,180.00,13.80,125.00,82304.00,190.00,115383.00,93834.00,6.00,5.20,42240.00,36413.00,6683.00,0.30,2183.00,1331.60,41.10,68.30,14.60,120.00,0.00,2.90,125.00,0.00,4870.00,1565.00,155.00,240.00
"4620550.04","462","Montréal","0550.04",1795.00,325.00,260.00,25.80,815.00,816.00,0.00,349332.00,1475.00,330.00,11.60,50.00,73600.00,200.00,91981.00,76325.00,6.90,6.20,38827.00,33632.00,4797.00,-6.10,1803.00,1083.30,41.40,70.00,14.40,310.00,0.00,2.60,20.00,60.00,3810.00,920.00,35.00,170.00
"4620570.00","462","Montréal","0570.00",1735.00,975.00,510.00,38.70,711.00,734.00,9.70,250023.00,760.00,975.00,18.30,210.00,44160.00,290.00,50318.00,44690.00,20.60,18.50,29605.00,26950.00,3850.00,3.30,1734.00,314.50,39.60,71.00,13.50,845.00,80.00,2.10,55.00,25.00,3365.00,330.00,50.00,145.00
"4620580.01","462","Montréal","0580.01",1860.00,720.00,365.00,37.50,698.00,766.00,2.80,259386.00,1140.00,720.00,7.90,165.00,49152.00,280.00,62891.00,53824.00,14.40,13.30,35817.00,31411.00,4260.00,2.10,1868.00,3647.90,41.80,69.70,15.50,970.00,70.00,2.20,60.00,10.00,3730.00,475.00,85.00,145.00
"4620580.02","462","Montréal","0580.02",1585.00,220.00,205.00,15.60,791.00,777.00,24.40,190229.00,1365.00,225.00,12.50,60.00,59584.00,235.00,66048.00,55467.00,7.80,6.90,42688.00,36615.00,3235.00,11.20,1582.00,4025.10,38.60,74.20,9.60,1135.00,5.00,2.00,45.00,10.00,2740.00,480.00,75.00,115.00
"4620580.03","462","Montréal","0580.03",1560.00,430.00,215.00,23.30,716.00,765.00,0.00,299993.00,1125.00,430.00,10.20,100.00,60160.00,190.00,79388.00,66842.00,7.30,6.40,39367.00,33988.00,3879.00,-3.70,1563.00,3588.70,42.90,70.60,15.00,480.00,0.00,2.40,20.00,0.00,3510.00,280.00,60.00,110.00
"4620581.01","462","Montréal","0581.01",2050.00,620.00,350.00,25.00,670.00,708.00,21.00,249890.00,1435.00,620.00,13.60,120.00,54101.00,340.00,68884.00,59776.00,12.20,10.70,33990.00,30309.00,5708.00,-4.30,2018.00,4342.70,45.10,63.50,21.60,545.00,0.00,2.50,50.00,10.00,4350.00,795.00,120.00,175.00
"4620581.02","462","Montréal","0581.02",1490.00,665.00,275.00,28.20,651.00,638.00,27.80,278697.00,835.00,665.00,11.40,55.00,41600.00,280.00,53856.00,47508.00,21.20,19.30,30880.00,27589.00,3495.00,5.40,1529.00,5224.20,41.10,69.40,14.40,710.00,105.00,2.30,70.00,0.00,2940.00,480.00,50.00,210.00
"4620582.01","462","Montréal","0582.01",3015.00,1545.00,595.00,29.50,701.00,706.00,6.50,259250.00,1475.00,1540.00,9.50,150.00,51285.00,395.00,53472.00,46379.00,12.90,10.40,33293.00,29481.00,6465.00,-1.00,3019.00,5563.70,46.20,64.60,23.00,2005.00,80.00,2.00,200.00,20.00,5425.00,725.00,125.00,215.00
"4620582.02","462","Montréal","0582.02",2645.00,1220.00,520.00,28.40,704.00,712.00,13.50,250682.00,1430.00,1220.00,12.20,150.00,51584.00,405.00,56903.00,49849.00,14.20,13.80,32401.00,29178.00,6033.00,-1.50,2657.00,4713.30,42.90,65.80,18.80,1445.00,10.00,2.20,115.00,30.00,4965.00,855.00,155.00,230.00
"4620583.00","462","Montréal","0583.00",1320.00,535.00,240.00,31.50,674.00,677.00,5.60,255209.00,785.00,535.00,10.20,135.00,60608.00,185.00,61248.00,54118.00,11.30,10.40,32560.00,29043.00,3205.00,-0.40,1314.00,4327.60,42.60,66.40,18.40,420.00,45.00,2.40,100.00,10.00,2685.00,485.00,95.00,165.00
"4620584.00","462","Montréal","0584.00",3215.00,1845.00,745.00,27.60,718.00,715.00,16.80,259529.00,1375.00,1845.00,16.80,275.00,48960.00,475.00,49877.00,44459.00,19.70,17.10,29558.00,26910.00,7022.00,3.10,3220.00,4389.00,42.90,67.40,18.70,1695.00,150.00,2.10,85.00,30.00,6020.00,745.00,160.00,260.00
"4620585.01","462","Montréal","0585.01",770.00,105.00,75.00,28.60,865.00,894.00,0.00,299364.00,670.00,105.00,6.80,20.00,69888.00,95.00,89637.00,74283.00,5.00,5.10,42816.00,36498.00,1995.00,-1.20,767.00,576.40,39.40,73.40,10.30,105.00,0.00,2.60,15.00,0.00,1815.00,215.00,40.00,60.00
"4620585.02","462","Montréal","0585.02",1725.00,980.00,540.00,45.70,846.00,826.00,13.20,299077.00,740.00,985.00,12.20,50.00,51520.00,210.00,51285.00,45472.00,15.30,12.80,30469.00,27659.00,3900.00,-1.70,1718.00,698.10,49.30,58.60,29.40,1025.00,0.00,2.10,40.00,0.00,3175.00,350.00,100.00,100.00
"4620590.01","462","Montréal","0590.01",2215.00,1260.00,570.00,33.90,739.00,776.00,13.10,349528.00,955.00,1255.00,15.60,105.00,50944.00,345.00,56978.00,51008.00,17.30,14.10,29916.00,27200.00,5439.00,1.00,2200.00,3637.20,40.00,65.30,15.90,1415.00,75.00,2.40,365.00,80.00,3575.00,1665.00,235.00,460.00
"4620590.02","462","Montréal","0590.02",1360.00,1020.00,420.00,30.40,738.00,785.00,5.40,336148.00,345.00,1015.00,30.40,105.00,46251.00,255.00,47760.00,43546.00,23.60,22.40,26129.00,24626.00,3340.00,6.50,1379.00,11129.60,36.00,66.50,10.90,1035.00,0.00,2.40,520.00,60.00,1925.00,1325.00,235.00,320.00
"4620591.01","462","Montréal","0591.01",1075.00,470.00,205.00,23.40,826.00,812.00,0.00,448650.00,610.00,465.00,15.40,70.00,54528.00,105.00,69717.00,59200.00,12.10,11.40,35277.00,31296.00,2664.00,4.20,1057.00,5469.10,40.60,65.10,16.50,650.00,0.00,2.50,165.00,35.00,1815.00,860.00,85.00,190.00
"4620591.02","462","Montréal","0591.02",1625.00,840.00,390.00,29.20,755.00,790.00,6.50,450084.00,780.00,840.00,18.60,95.00,50176.00,190.00,60544.00,53138.00,15.10,14.00,33210.00,30248.00,4158.00,2.00,1644.00,6066.50,41.20,62.90,18.30,800.00,0.00,2.50,335.00,35.00,2605.00,1315.00,115.00,280.00
"4620592.00","462","Montréal","0592.00",3060.00,1985.00,740.00,25.80,746.00,778.00,11.30,421772.00,1085.00,1985.00,21.30,215.00,51328.00,400.00,53616.00,48139.00,19.40,16.60,29301.00,27115.00,7418.00,3.30,3067.00,7745.60,39.30,62.50,16.50,1710.00,200.00,2.40,700.00,45.00,4500.00,2870.00,330.00,565.00
"4620593.01","462","Montréal","0593.01",2770.00,1035.00,795.00,45.60,1099.00,1159.00,5.80,259090.00,1740.00,1030.00,18.70,75.00,56960.00,130.00,49617.00,43099.00,11.80,11.10,33498.00,30208.00,5087.00,1.50,2772.00,4880.10,64.70,35.50,60.00,455.00,2265.00,1.60,65.00,15.00,3285.00,1050.00,80.00,135.00
"4620593.02","462","Montréal","0593.02",1980.00,1390.00,595.00,34.20,811.00,843.00,2.50,400462.00,585.00,1390.00,19.70,150.00,44416.00,260.00,49792.00,44949.00,20.70,19.90,28456.00,26539.00,4538.00,3.10,1977.00,9362.50,40.50,60.80,19.30,1460.00,330.00,2.30,375.00,25.00,3030.00,1545.00,165.00,330.00
"4620594.01","462","Montréal","0594.01",1330.00,1075.00,335.00,25.10,699.00,714.00,12.10,280424.00,260.00,1075.00,23.10,30.00,46592.00,190.00,44828.00,39782.00,23.40,21.50,27315.00,25552.00,2704.00,-2.20,1330.00,6756.60,42.20,64.10,19.20,1290.00,0.00,2.00,280.00,10.00,1565.00,1140.00,140.00,270.00
"4620594.02","462","Montréal","0594.02",3375.00,1400.00,590.00,26.30,785.00,805.00,2.10,320582.00,1970.00,1400.00,11.20,105.00,62336.00,355.00,60818.00,52382.00,12.20,11.70,34944.00,31067.00,7448.00,0.40,3372.00,938.30,45.80,60.60,25.10,1825.00,605.00,2.20,420.00,40.00,5095.00,2190.00,295.00,375.00
"4620600.01","462","Montréal","0600.01",1550.00,1080.00,425.00,26.40,827.00,833.00,3.70,600851.00,470.00,1080.00,29.80,90.00,46976.00,200.00,52224.00,47509.00,21.60,20.70,27125.00,25336.00,3931.00,2.60,1564.00,5306.40,40.30,60.20,19.20,1360.00,0.00,2.50,410.00,45.00,1940.00,2025.00,170.00,390.00
"4620600.02","462","Montréal","0600.02",1725.00,1395.00,600.00,36.20,744.00,789.00,6.10,501242.00,330.00,1395.00,28.80,150.00,42368.00,220.00,42752.00,39552.00,30.20,30.70,24313.00,23451.00,4141.00,2.80,1706.00,10024.20,37.80,61.20,15.70,1365.00,5.00,2.40,720.00,50.00,1820.00,2190.00,190.00,580.00
"4620600.03","462","Montréal","0600.03",2425.00,1630.00,740.00,33.50,805.00,858.00,2.80,449882.00,800.00,1630.00,23.80,165.00,49195.00,325.00,48243.00,44326.00,23.90,22.90,25827.00,24346.00,6617.00,3.10,2429.00,9494.90,48.00,51.30,32.00,1475.00,590.00,2.30,685.00,75.00,2545.00,3045.00,440.00,565.00
"4620601.01","462","Montréal","0601.01",1320.00,850.00,380.00,31.80,815.00,812.00,0.00,549484.00,470.00,850.00,24.50,100.00,54656.00,165.00,53860.00,49382.00,19.00,17.80,26021.00,24491.00,3284.00,-0.30,1305.00,10224.20,41.40,61.50,19.80,820.00,10.00,2.50,215.00,35.00,1660.00,1535.00,250.00,335.00
"4620601.02","462","Montréal","0601.02",1960.00,1230.00,605.00,32.90,790.00,847.00,4.50,275127.00,740.00,1230.00,26.50,105.00,49408.00,240.00,48864.00,44531.00,25.10,23.80,27248.00,25620.00,4466.00,9.30,1985.00,10449.20,38.40,63.20,15.80,1010.00,675.00,2.20,645.00,75.00,2080.00,2355.00,235.00,390.00
"4620602.01","462","Montréal","0602.01",1660.00,1085.00,515.00,31.80,929.00,938.00,2.80,501039.00,580.00,1085.00,29.30,65.00,60160.00,200.00,51931.00,47161.00,20.00,20.40,26688.00,25210.00,3809.00,9.20,1656.00,7062.90,45.70,57.30,27.20,610.00,415.00,2.30,290.00,30.00,2055.00,1740.00,195.00,370.00
"4620602.02","462","Montréal","0602.02",1155.00,845.00,410.00,35.90,797.00,821.00,2.40,571884.00,305.00,850.00,33.90,60.00,49536.00,145.00,46976.00,42906.00,28.70,29.30,23616.00,22640.00,2880.00,5.40,1164.00,4680.60,39.40,63.40,16.80,975.00,0.00,2.50,450.00,70.00,1290.00,1475.00,235.00,310.00
"4620603.01","462","Montréal","0603.01",1420.00,1035.00,450.00,30.90,764.00,792.00,3.40,599744.00,385.00,1040.00,33.80,85.00,44928.00,210.00,49067.00,44160.00,21.90,22.00,25893.00,24437.00,3615.00,-3.80,1444.00,6784.90,41.30,62.20,19.50,1425.00,0.00,2.40,445.00,40.00,1465.00,1825.00,255.00,365.00
"4620603.02","462","Montréal","0603.02",1650.00,1075.00,570.00,35.30,850.00,925.00,8.30,550290.00,575.00,1080.00,32.80,85.00,46464.00,235.00,48064.00,43989.00,18.90,18.10,25157.00,23907.00,4072.00,10.30,1671.00,6520.40,46.40,56.10,28.70,1100.00,215.00,2.30,215.00,15.00,2035.00,1760.00,270.00,355.00
"4620603.03","462","Montréal","0603.03",1290.00,1000.00,350.00,25.10,784.00,815.00,4.00,552774.00,290.00,995.00,33.90,145.00,46080.00,205.00,50139.00,46234.00,25.80,25.10,23725.00,22680.00,3532.00,0.40,1276.00,9926.90,36.40,62.70,13.40,1255.00,0.00,2.80,540.00,60.00,1650.00,1910.00,340.00,410.00
"4620604.01","462","Montréal","0604.01",1130.00,255.00,225.00,27.50,870.00,884.00,0.00,460224.00,880.00,255.00,18.20,75.00,59520.00,115.00,80384.00,69427.00,8.20,8.00,32544.00,29392.00,3241.00,1.10,1138.00,3473.70,43.00,62.60,21.10,305.00,0.00,2.80,130.00,10.00,2080.00,1250.00,125.00,200.00
"4620604.02","462","Montréal","0604.02",1725.00,1290.00,550.00,29.80,805.00,834.00,3.10,665490.00,440.00,1290.00,37.50,95.00,44992.00,285.00,50304.00,45781.00,23.80,21.70,25893.00,24644.00,4501.00,0.80,1752.00,13211.00,38.20,61.00,16.10,1650.00,0.00,2.60,440.00,25.00,2015.00,2340.00,280.00,655.00
"4620604.03","462","Montréal","0604.03",1215.00,770.00,335.00,27.90,815.00,837.00,3.30,598789.00,445.00,770.00,25.80,40.00,49024.00,170.00,52198.00,47590.00,21.40,20.60,26025.00,24424.00,3040.00,1.10,1207.00,6137.70,41.80,59.90,21.50,1095.00,0.00,2.50,290.00,15.00,1540.00,1570.00,180.00,290.00
"4620604.04","462","Montréal","0604.04",1350.00,940.00,410.00,29.30,815.00,865.00,1.60,699541.00,410.00,940.00,34.10,65.00,46848.00,215.00,51115.00,47531.00,22.00,20.80,26240.00,24960.00,3468.00,4.50,1338.00,4562.60,38.40,62.70,15.90,1200.00,0.00,2.60,390.00,55.00,1705.00,1725.00,240.00,355.00
"4620604.05","462","Montréal","0604.05",1860.00,1195.00,485.00,28.00,802.00,834.00,0.00,599098.00,670.00,1195.00,23.10,90.00,51456.00,275.00,59797.00,53520.00,16.50,15.60,28430.00,26672.00,5229.00,11.60,1865.00,8867.20,36.90,63.60,12.90,1450.00,0.00,2.80,420.00,40.00,2840.00,2240.00,275.00,615.00
"4620605.01","462","Montréal","0605.01",1615.00,1100.00,405.00,24.20,726.00,752.00,19.20,500940.00,525.00,1095.00,26.00,50.00,45696.00,210.00,45082.00,41685.00,23.00,18.30,24613.00,23328.00,3491.00,2.00,1585.00,2585.20,44.20,58.20,25.30,1020.00,405.00,2.20,190.00,55.00,1805.00,1600.00,255.00,355.00
"4620605.02","462","Montréal","0605.02",730.00,135.00,125.00,22.20,751.00,807.00,0.00,450171.00,600.00,135.00,16.00,25.00,65024.00,60.00,75051.00,64704.00,6.80,6.00,32427.00,29472.00,1998.00,-0.10,729.00,3456.70,45.80,59.10,26.30,155.00,0.00,2.70,20.00,35.00,1180.00,850.00,85.00,140.00
"4620605.03","462","Montréal","0605.03",2345.00,1660.00,670.00,28.30,808.00,821.00,6.90,601781.00,690.00,1660.00,29.00,95.00,46208.00,340.00,50368.00,46288.00,23.60,21.70,26941.00,25144.00,5911.00,0.90,2355.00,5735.50,38.30,61.70,16.10,2035.00,115.00,2.50,525.00,85.00,3115.00,2695.00,275.00,630.00
"4620605.04","462","Montréal","0605.04",1910.00,1135.00,475.00,26.00,823.00,848.00,2.20,449507.00,775.00,1135.00,23.20,145.00,53120.00,280.00,56021.00,50325.00,17.40,15.50,28428.00,26419.00,4907.00,2.20,1915.00,3098.60,39.40,61.70,17.40,1410.00,5.00,2.60,365.00,90.00,2645.00,2105.00,180.00,495.00
"4620605.05","462","Montréal","0605.05",835.00,370.00,150.00,18.90,821.00,864.00,0.00,500529.00,465.00,370.00,19.60,35.00,57984.00,110.00,60288.00,53709.00,13.60,12.90,29029.00,26992.00,2172.00,3.50,848.00,3782.00,42.60,60.50,21.40,510.00,0.00,2.60,220.00,20.00,1220.00,1115.00,185.00,240.00
"4620610.01","462","Montréal","0610.01",1955.00,1615.00,600.00,30.70,712.00,723.00,8.40,375893.00,345.00,1610.00,30.40,135.00,41941.00,385.00,38720.00,36448.00,30.40,30.00,21939.00,21308.00,4536.00,0.50,1963.00,4856.50,39.20,66.30,15.20,1435.00,340.00,2.30,420.00,110.00,2610.00,1895.00,355.00,635.00
"4620610.02","462","Montréal","0610.02",1755.00,1260.00,525.00,30.30,767.00,799.00,3.60,449138.00,495.00,1255.00,30.00,140.00,50176.00,315.00,47770.00,44339.00,22.90,21.40,23808.00,22939.00,4558.00,0.40,1764.00,9876.50,41.00,62.00,19.70,1150.00,5.00,2.50,320.00,40.00,2415.00,2045.00,255.00,565.00
"4620610.03","462","Montréal","0610.03",2205.00,1160.00,780.00,47.80,775.00,911.00,16.50,300354.00,1045.00,1160.00,21.50,145.00,45696.00,305.00,48185.00,43819.00,18.80,18.90,26112.00,24563.00,5297.00,1.80,2198.00,6742.60,48.20,53.50,32.00,995.00,445.00,2.30,240.00,30.00,3125.00,1780.00,245.00,510.00
"4620610.04","462","Montréal","0610.04",1615.00,1550.00,595.00,36.80,669.00,696.00,10.30,394782.00,65.00,1555.00,38.50,135.00,34816.00,405.00,35499.00,33815.00,41.70,38.50,20642.00,20136.00,3632.00,-8.20,1610.00,18673.50,36.50,67.60,11.40,1585.00,0.00,2.30,410.00,85.00,2285.00,1280.00,220.00,415.00
"4620610.05","462","Montréal","0610.05",1915.00,1685.00,675.00,35.30,654.00,653.00,18.00,224606.00,220.00,1685.00,36.40,185.00,31987.00,530.00,33847.00,32608.00,45.60,42.10,19815.00,19546.00,4406.00,2.60,1919.00,11441.20,34.30,66.90,9.20,1695.00,185.00,2.30,525.00,35.00,2530.00,1825.00,265.00,790.00
