"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39"
"4620195.01","462","Montréal","0195.01",1620.00,1115.00,490.00,35.30,775.00,778.00,7.60,518480.00,505.00,1115.00,17.80,80.00,73728.00,125.00,47040.00,41488.00,15.70,15.10,31664.00,28672.00,3479.00,4.30,1609.00,6310.50,51.20,52.80,35.30,1305.00,0.00,1.90,125.00,45.00,2185.00,930.00,55.00,190.00
"4620195.02","462","Montréal","0195.02",2325.00,1580.00,560.00,26.30,704.00,730.00,18.10,501666.00,750.00,1580.00,18.70,120.00,50048.00,295.00,50624.00,45504.00,21.80,21.30,27975.00,25762.00,5390.00,0.80,2347.00,8981.80,43.40,62.30,21.90,1905.00,0.00,2.20,310.00,20.00,3065.00,1955.00,285.00,415.00
"4620195.03","462","Montréal","0195.03",2275.00,1470.00,550.00,25.90,773.00,800.00,1.70,528273.00,805.00,1470.00,21.10,125.00,53589.00,255.00,54093.00,48059.00,14.60,14.00,30448.00,27781.00,4978.00,0.40,2255.00,5668.40,43.20,64.40,20.70,1680.00,5.00,2.20,365.00,45.00,3225.00,1915.00,145.00,360.00
"4620196.00","462","Montréal","0196.00",2005.00,1480.00,565.00,31.80,695.00,742.00,7.40,459200.00,525.00,1480.00,18.30,185.00,48981.00,205.00,46037.00,41239.00,22.90,22.00,30693.00,28109.00,3944.00,-2.70,2018.00,9743.10,40.80,67.60,16.00,1520.00,5.00,1.90,345.00,55.00,2760.00,1005.00,125.00,240.00
"4620197.00","462","Montréal","0197.00",2420.00,1790.00,725.00,33.30,692.00,731.00,3.10,450263.00,630.00,1785.00,21.30,180.00,48333.00,235.00,46127.00,40627.00,21.00,20.50,29192.00,26728.00,5027.00,4.40,2404.00,8434.60,40.80,65.50,16.80,1865.00,5.00,2.00,515.00,105.00,3210.00,1650.00,170.00,375.00
"4620198.00","462","Montréal","0198.00",2400.00,1660.00,700.00,36.30,721.00,747.00,7.80,424803.00,745.00,1660.00,14.10,170.00,50176.00,255.00,45158.00,40265.00,23.10,22.60,28169.00,26103.00,4940.00,1.00,2440.00,7637.60,40.50,66.00,16.10,1650.00,0.00,2.00,520.00,95.00,3210.00,1585.00,120.00,290.00
"4620199.00","462","Montréal","0199.00",1345.00,960.00,440.00,36.80,692.00,741.00,4.20,376634.00,385.00,965.00,23.40,105.00,46784.00,160.00,44723.00,40283.00,23.30,22.80,28139.00,26104.00,2613.00,0.30,1341.00,11597.90,39.40,72.80,11.90,1040.00,5.00,1.90,250.00,60.00,1730.00,775.00,100.00,150.00
"4620200.00","462","Montréal","0200.00",2305.00,1585.00,790.00,39.10,676.00,717.00,7.50,365202.00,715.00,1585.00,24.30,180.00,51925.00,265.00,42854.00,38798.00,27.30,27.20,26080.00,24535.00,4667.00,6.60,2278.00,15192.10,38.50,69.00,12.60,1615.00,80.00,2.00,500.00,75.00,2970.00,1715.00,200.00,480.00
"4620201.00","462","Montréal","0201.00",3495.00,2630.00,1115.00,35.60,673.00,726.00,18.30,401067.00,875.00,2630.00,20.70,270.00,44928.00,390.00,40491.00,36730.00,28.80,26.00,26128.00,24713.00,7118.00,-0.10,3436.00,7588.50,43.50,62.80,22.00,2310.00,450.00,1.90,715.00,160.00,4485.00,2270.00,295.00,555.00
"4620202.00","462","Montréal","0202.00",2215.00,1620.00,595.00,28.80,668.00,701.00,11.70,500630.00,600.00,1615.00,22.70,180.00,54400.00,205.00,44629.00,39483.00,20.00,18.20,31111.00,28264.00,4224.00,-1.60,2280.00,6871.60,44.20,66.60,20.10,1645.00,120.00,1.80,195.00,85.00,2865.00,885.00,125.00,125.00
"4620203.00","462","Montréal","0203.00",1425.00,925.00,405.00,34.40,750.00,819.00,0.00,480282.00,500.00,930.00,17.00,145.00,59584.00,130.00,52791.00,45184.00,15.80,16.10,37213.00,32640.00,2700.00,-0.90,1459.00,11349.30,40.20,73.00,12.00,1040.00,0.00,1.80,145.00,25.00,2150.00,440.00,45.00,50.00
"4620204.00","462","Montréal","0204.00",1450.00,980.00,445.00,34.90,753.00,819.00,2.00,500293.00,470.00,980.00,22.30,125.00,61184.00,130.00,51328.00,44608.00,16.30,16.40,38336.00,33488.00,2670.00,-0.90,1438.00,11376.20,38.80,74.20,10.70,1120.00,10.00,1.80,95.00,60.00,2225.00,325.00,30.00,75.00
"4620205.00","462","Montréal","0205.00",1105.00,750.00,305.00,34.70,660.00,736.00,0.00,421188.00,355.00,750.00,11.30,110.00,59648.00,70.00,51883.00,44992.00,16.10,16.30,37197.00,32558.00,2115.00,2.20,1150.00,11955.90,40.70,73.00,12.50,805.00,10.00,1.80,55.00,60.00,1710.00,220.00,10.00,45.00
"4620206.00","462","Montréal","0206.00",1370.00,855.00,350.00,31.20,754.00,828.00,0.00,500598.00,520.00,855.00,16.50,145.00,66048.00,110.00,54323.00,47433.00,13.50,14.40,37856.00,33152.00,2564.00,1.00,1352.00,11042.20,40.00,72.90,12.30,975.00,0.00,1.90,45.00,40.00,2280.00,360.00,25.00,75.00
"4620207.00","462","Montréal","0207.00",1825.00,1295.00,600.00,38.00,685.00,749.00,8.10,401351.00,530.00,1290.00,19.80,150.00,52864.00,165.00,43349.00,38447.00,22.50,24.10,28560.00,26295.00,3331.00,1.10,1784.00,13021.90,40.40,74.20,13.80,1270.00,55.00,1.80,80.00,50.00,2595.00,700.00,65.00,150.00
"4620208.00","462","Montréal","0208.00",1325.00,860.00,395.00,35.30,728.00,787.00,0.00,375442.00,460.00,865.00,19.60,155.00,44715.00,115.00,50432.00,43739.00,18.00,18.10,33728.00,30118.00,2465.00,0.40,1292.00,12374.50,38.30,76.90,10.30,970.00,5.00,1.80,95.00,60.00,2040.00,385.00,25.00,120.00
"4620209.00","462","Montréal","0209.00",2985.00,2215.00,975.00,34.80,723.00,755.00,3.60,388169.00,775.00,2215.00,26.50,270.00,49920.00,265.00,45568.00,40647.00,23.10,23.10,28757.00,26601.00,5819.00,4.40,3024.00,8755.60,41.00,72.60,15.30,2345.00,95.00,1.80,400.00,215.00,3790.00,1415.00,160.00,300.00
"4620210.00","462","Montréal","0210.00",2230.00,1590.00,670.00,35.80,720.00,785.00,10.10,341133.00,640.00,1590.00,16.40,205.00,54912.00,160.00,48555.00,41771.00,23.30,21.20,33005.00,29595.00,3961.00,2.90,2208.00,12142.90,37.70,78.50,10.70,1930.00,60.00,1.70,200.00,200.00,2810.00,815.00,65.00,135.00
"4620211.00","462","Montréal","0211.00",1270.00,1010.00,390.00,34.70,755.00,809.00,10.90,359041.00,260.00,1005.00,15.40,90.00,48896.00,80.00,46997.00,41344.00,22.00,20.60,33075.00,29504.00,2281.00,0.20,1267.00,12923.50,37.80,77.40,11.00,1105.00,0.00,1.70,145.00,130.00,1735.00,355.00,20.00,65.00
"4620212.00","462","Montréal","0212.00",1380.00,990.00,375.00,31.30,790.00,861.00,0.00,415472.00,390.00,990.00,17.90,120.00,56192.00,90.00,49451.00,43290.00,18.70,18.80,34125.00,30208.00,2565.00,5.60,1387.00,13221.60,36.10,78.90,7.40,1270.00,0.00,1.80,135.00,90.00,1990.00,485.00,30.00,85.00
"4620213.00","462","Montréal","0213.00",1350.00,990.00,380.00,31.80,761.00,846.00,3.50,400812.00,360.00,990.00,17.80,150.00,53056.00,85.00,52187.00,44992.00,17.30,17.50,35488.00,31573.00,2664.00,5.40,1344.00,13911.20,39.20,72.80,14.10,1095.00,60.00,1.80,135.00,85.00,1960.00,425.00,20.00,80.00
"4620214.00","462","Montréal","0214.00",1425.00,1065.00,455.00,36.80,814.00,879.00,10.30,425076.00,360.00,1065.00,18.30,170.00,42752.00,100.00,49856.00,44480.00,22.10,19.20,29056.00,26598.00,2737.00,6.30,1405.00,10784.10,36.20,76.80,10.20,960.00,105.00,1.90,150.00,245.00,1900.00,650.00,65.00,205.00
"4620215.00","462","Montréal","0215.00",1610.00,1130.00,395.00,25.30,722.00,789.00,18.50,375020.00,485.00,1135.00,21.60,120.00,47232.00,115.00,51328.00,43968.00,22.00,19.50,33455.00,30098.00,3031.00,27.50,1633.00,12953.00,38.80,74.80,13.20,1050.00,460.00,1.80,115.00,125.00,2135.00,620.00,60.00,135.00
"4620216.00","462","Montréal","0216.00",1235.00,895.00,390.00,32.40,797.00,854.00,6.70,321116.00,335.00,895.00,27.90,110.00,45888.00,95.00,48256.00,42295.00,21.80,22.20,30248.00,27728.00,2233.00,1.60,1247.00,6898.40,35.10,81.80,6.30,1115.00,20.00,1.80,110.00,160.00,1585.00,470.00,35.00,140.00
"4620217.00","462","Montréal","0217.00",1475.00,1165.00,385.00,25.80,802.00,835.00,10.30,400830.00,315.00,1165.00,25.40,170.00,45696.00,115.00,50816.00,43627.00,21.80,19.00,32224.00,29024.00,2650.00,1.70,1449.00,16307.70,38.20,78.90,10.20,1155.00,170.00,1.80,150.00,140.00,2070.00,495.00,60.00,85.00
"4620218.00","462","Montréal","0218.00",1665.00,1310.00,570.00,36.00,843.00,899.00,3.40,448743.00,360.00,1305.00,26.80,225.00,46720.00,115.00,49451.00,43328.00,21.30,21.10,29817.00,27271.00,3042.00,6.20,1684.00,10848.80,37.50,81.70,8.60,1440.00,45.00,1.80,195.00,195.00,2080.00,685.00,90.00,175.00
"4620219.00","462","Montréal","0219.00",1515.00,880.00,475.00,40.30,825.00,882.00,2.80,348634.00,635.00,880.00,19.70,145.00,48000.00,110.00,53568.00,46080.00,20.50,20.10,31808.00,29038.00,2778.00,11.80,1528.00,8881.10,37.60,80.90,8.80,1355.00,10.00,1.80,160.00,105.00,1765.00,855.00,85.00,175.00
"4620220.00","462","Montréal","0220.00",2775.00,2225.00,1160.00,44.70,656.00,700.00,12.40,286664.00,545.00,2225.00,29.40,250.00,34880.00,230.00,31915.00,30647.00,43.30,40.90,18900.00,18767.00,5798.00,-0.20,2802.00,13808.00,40.30,69.40,16.50,2160.00,390.00,2.00,530.00,370.00,2290.00,2865.00,700.00,690.00
"4620221.00","462","Montréal","0221.00",2695.00,2220.00,1085.00,40.90,648.00,677.00,4.70,400218.00,480.00,2220.00,37.50,330.00,37248.00,305.00,32768.00,31411.00,38.30,37.90,18593.00,18461.00,5988.00,-5.60,2698.00,18217.20,39.60,68.50,15.80,2195.00,110.00,2.20,645.00,290.00,2270.00,3430.00,770.00,1010.00
"4620222.00","462","Montréal","0222.00",1515.00,1100.00,550.00,37.30,670.00,695.00,3.20,400830.00,420.00,1095.00,33.30,105.00,40832.00,190.00,36301.00,34867.00,35.10,34.80,19208.00,19001.00,3587.00,-4.50,1492.00,18016.10,39.50,66.00,17.30,905.00,140.00,2.40,345.00,175.00,1405.00,2110.00,425.00,560.00
"4620223.01","462","Montréal","0223.01",1465.00,1195.00,515.00,35.30,671.00,680.00,4.20,499973.00,275.00,1195.00,34.50,95.00,36256.00,220.00,36480.00,34731.00,37.50,37.50,18224.00,18037.00,3883.00,-1.80,1484.00,26872.00,36.50,67.40,12.50,1415.00,45.00,2.60,505.00,245.00,1245.00,2335.00,520.00,830.00
"4620223.02","462","Montréal","0223.02",1195.00,930.00,410.00,36.80,742.00,735.00,3.80,400243.00,270.00,930.00,24.10,125.00,40576.00,170.00,39456.00,37728.00,33.20,31.60,19982.00,19696.00,3085.00,-5.80,1186.00,15796.20,38.50,65.60,14.70,855.00,160.00,2.60,385.00,165.00,1115.00,1860.00,380.00,645.00
"4620224.00","462","Montréal","0224.00",2370.00,1835.00,875.00,37.30,656.00,680.00,15.00,425307.00,535.00,1835.00,34.60,210.00,36800.00,295.00,35060.00,33323.00,39.10,37.00,18468.00,18368.00,5937.00,-3.30,2395.00,15681.50,39.10,64.90,16.40,1880.00,165.00,2.50,425.00,335.00,2270.00,3195.00,760.00,980.00
"4620225.00","462","Montréal","0225.00",670.00,405.00,205.00,32.10,838.00,810.00,0.00,480803.00,260.00,410.00,28.30,55.00,54144.00,75.00,54059.00,47552.00,15.60,16.40,29536.00,27029.00,1400.00,0.40,639.00,2150.50,41.30,68.30,16.40,230.00,0.00,2.20,45.00,25.00,985.00,495.00,110.00,125.00
"4620226.00","462","Montréal","0226.00",1590.00,1075.00,405.00,28.50,814.00,868.00,1.40,450558.00,520.00,1075.00,18.30,145.00,52864.00,145.00,58752.00,49975.00,12.70,12.40,35409.00,31589.00,3143.00,3.70,1595.00,12833.80,37.50,77.40,10.00,1155.00,0.00,2.00,125.00,75.00,2380.00,625.00,55.00,150.00
"4620227.00","462","Montréal","0227.00",795.00,555.00,195.00,26.10,850.00,860.00,8.10,400279.00,240.00,555.00,20.80,80.00,55936.00,55.00,61472.00,52693.00,13.50,13.40,37184.00,32786.00,1592.00,2.60,779.00,13736.00,36.10,76.40,8.50,585.00,0.00,2.00,60.00,60.00,1310.00,255.00,30.00,65.00
"4620228.00","462","Montréal","0228.00",775.00,495.00,150.00,25.50,805.00,857.00,0.00,421819.00,285.00,495.00,12.50,50.00,61312.00,65.00,59136.00,51200.00,13.80,13.60,34816.00,30925.00,1721.00,-0.70,794.00,15216.60,40.40,69.60,16.20,540.00,0.00,2.00,50.00,50.00,1280.00,305.00,30.00,70.00
"4620229.00","462","Montréal","0229.00",,,,,,,,,,,,,,,,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,
"4620230.00","462","Montréal","0230.00",975.00,660.00,225.00,27.80,801.00,834.00,4.50,528133.00,310.00,665.00,12.90,105.00,55168.00,80.00,56661.00,48677.00,15.40,15.90,34080.00,30592.00,1880.00,2.50,948.00,16333.60,37.90,74.70,10.60,715.00,0.00,2.00,55.00,40.00,1420.00,430.00,55.00,75.00
"4620231.00","462","Montréal","0231.00",870.00,600.00,230.00,30.00,793.00,853.00,2.50,449946.00,270.00,605.00,18.50,55.00,47616.00,80.00,53504.00,46387.00,17.30,16.20,37171.00,32683.00,1688.00,3.50,876.00,16325.00,36.20,78.70,6.50,710.00,0.00,1.90,75.00,65.00,1355.00,295.00,30.00,55.00
"4620232.00","462","Montréal","0232.00",2035.00,1080.00,535.00,34.70,812.00,900.00,3.70,400738.00,955.00,1080.00,16.10,160.00,52096.00,135.00,62096.00,52295.00,15.00,14.20,40320.00,35264.00,3737.00,16.20,2059.00,10255.20,39.60,78.00,10.80,1730.00,75.00,1.80,125.00,160.00,2775.00,760.00,70.00,200.00
"4620233.00","462","Montréal","0233.00",1165.00,990.00,505.00,46.70,814.00,869.00,7.10,349074.00,185.00,985.00,22.20,120.00,55936.00,70.00,42197.00,38272.00,25.20,24.50,26075.00,24640.00,2017.00,-1.20,1162.00,19394.20,36.20,79.70,10.70,985.00,90.00,1.70,105.00,205.00,1410.00,500.00,110.00,90.00
"4620234.00","462","Montréal","0234.00",1230.00,965.00,390.00,34.20,691.00,698.00,20.70,399590.00,265.00,970.00,22.60,115.00,43264.00,70.00,36885.00,33306.00,31.30,27.10,23413.00,22541.00,2188.00,-1.70,1245.00,14635.50,40.10,74.20,16.00,1070.00,0.00,1.70,120.00,95.00,1285.00,680.00,85.00,160.00
"4620235.00","462","Montréal","0235.00",1050.00,770.00,280.00,27.90,811.00,822.00,0.00,439060.00,280.00,770.00,22.80,100.00,62400.00,75.00,54443.00,46976.00,17.00,17.00,33993.00,30517.00,1972.00,9.10,1034.00,16912.50,36.00,80.80,8.40,810.00,0.00,1.90,60.00,60.00,1535.00,330.00,15.00,50.00
"4620236.00","462","Montréal","0236.00",950.00,710.00,275.00,30.80,782.00,796.00,12.60,449582.00,230.00,715.00,21.70,110.00,50816.00,70.00,47104.00,42155.00,22.40,18.30,30635.00,27712.00,1761.00,-0.60,954.00,16335.80,38.30,74.70,12.50,590.00,95.00,1.80,70.00,75.00,1395.00,335.00,35.00,80.00
"4620237.00","462","Montréal","0237.00",1715.00,1115.00,365.00,22.00,850.00,890.00,8.10,349924.00,605.00,1115.00,20.80,150.00,61504.00,145.00,60160.00,52025.00,14.40,13.20,35947.00,31757.00,3435.00,12.40,1740.00,15764.10,36.50,79.20,8.60,1035.00,265.00,2.00,115.00,55.00,2830.00,645.00,75.00,115.00
"4620238.00","462","Montréal","0238.00",1215.00,880.00,335.00,29.50,748.00,779.00,0.00,448883.00,335.00,875.00,23.50,125.00,51157.00,85.00,51200.00,45056.00,16.90,17.40,33847.00,29920.00,2358.00,1.10,1216.00,14439.70,37.20,76.70,8.90,690.00,85.00,1.90,125.00,45.00,1810.00,490.00,30.00,100.00
"4620239.00","462","Montréal","0239.00",2500.00,1900.00,830.00,36.80,690.00,704.00,8.90,375666.00,610.00,1900.00,21.50,175.00,44672.00,185.00,41626.00,37461.00,26.50,26.40,27733.00,25874.00,4696.00,2.40,2484.00,8664.20,37.50,75.00,10.90,1720.00,210.00,1.90,480.00,215.00,2760.00,1550.00,185.00,315.00
"4620240.00","462","Montréal","0240.00",1545.00,1185.00,485.00,33.30,664.00,690.00,20.20,348866.00,360.00,1190.00,25.40,90.00,39552.00,210.00,38699.00,35021.00,32.60,29.80,23104.00,22123.00,3226.00,5.10,1546.00,10487.60,40.40,67.40,16.40,1240.00,115.00,2.00,210.00,70.00,1790.00,1215.00,150.00,385.00
"4620241.00","462","Montréal","0241.00",1335.00,1005.00,435.00,31.30,704.00,742.00,4.00,348969.00,340.00,1005.00,34.30,160.00,44160.00,200.00,41088.00,37433.00,27.80,26.50,23232.00,22421.00,2914.00,0.70,1340.00,14125.10,37.60,71.70,11.30,1055.00,0.00,2.20,155.00,50.00,1715.00,1195.00,245.00,360.00
"4620242.00","462","Montréal","0242.00",3010.00,2365.00,1055.00,36.40,723.00,762.00,2.50,401096.00,655.00,2365.00,30.00,295.00,42816.00,365.00,40666.00,37623.00,27.60,26.70,23794.00,22818.00,6261.00,1.30,3017.00,16903.30,38.20,70.80,13.00,2275.00,50.00,2.10,510.00,115.00,3720.00,2420.00,350.00,650.00
"4620243.00","462","Montréal","0243.00",1765.00,1375.00,570.00,34.30,768.00,796.00,2.50,449157.00,390.00,1375.00,26.60,200.00,44928.00,230.00,45261.00,41515.00,26.40,24.90,24943.00,23908.00,3946.00,-1.50,1808.00,15492.70,36.90,72.20,11.40,1395.00,5.00,2.20,410.00,70.00,2105.00,1730.00,165.00,455.00
"4620244.00","462","Montréal","0244.00",1115.00,875.00,280.00,25.10,675.00,704.00,14.20,449596.00,235.00,875.00,25.50,95.00,46208.00,120.00,44928.00,39637.00,22.20,22.80,28779.00,26569.00,2142.00,1.60,1086.00,12205.10,37.40,73.20,11.20,805.00,5.00,2.00,150.00,55.00,1640.00,485.00,55.00,115.00
"4620245.00","462","Montréal","0245.00",1575.00,1160.00,480.00,33.50,717.00,765.00,9.10,350035.00,415.00,1160.00,21.70,110.00,50688.00,120.00,43968.00,39534.00,26.20,25.20,27968.00,26162.00,2886.00,3.30,1562.00,13142.10,37.10,77.20,10.70,1235.00,90.00,1.80,165.00,165.00,1945.00,760.00,65.00,210.00
"4620247.00","462","Montréal","0247.00",1175.00,795.00,385.00,38.10,793.00,857.00,2.50,400483.00,380.00,800.00,21.10,150.00,59776.00,75.00,56128.00,47360.00,18.10,18.10,34651.00,30605.00,2239.00,1.20,1182.00,11595.00,36.00,78.30,7.60,960.00,0.00,1.90,90.00,105.00,1725.00,375.00,45.00,65.00
"4620249.00","462","Montréal","0249.00",2120.00,1335.00,600.00,36.10,653.00,704.00,7.10,420927.00,790.00,1335.00,15.30,185.00,49664.00,220.00,41792.00,38064.00,24.20,24.90,26795.00,25083.00,4194.00,2.30,2139.00,7913.20,41.40,70.40,15.70,1325.00,35.00,1.90,190.00,120.00,2680.00,1245.00,125.00,285.00
"4620250.00","462","Montréal","0250.00",1920.00,1180.00,565.00,34.70,734.00,765.00,5.10,379582.00,740.00,1180.00,20.90,110.00,48608.00,230.00,46777.00,42880.00,21.10,21.40,26643.00,24896.00,4052.00,2.00,1899.00,9038.60,39.90,70.20,14.40,1215.00,0.00,2.10,260.00,155.00,2365.00,1630.00,225.00,330.00
"4620251.01","462","Montréal","0251.01",1540.00,1095.00,425.00,28.00,681.00,696.00,14.70,400162.00,450.00,1095.00,27.80,100.00,45120.00,230.00,42010.00,38585.00,26.80,24.80,22240.00,21446.00,3822.00,1.20,1529.00,8046.30,47.00,58.30,28.20,760.00,140.00,2.20,260.00,40.00,1765.00,1500.00,220.00,470.00
"4620251.02","462","Montréal","0251.02",1225.00,885.00,485.00,40.70,653.00,699.00,5.10,379791.00,345.00,885.00,34.80,125.00,39552.00,170.00,37760.00,35072.00,33.60,32.90,20690.00,20211.00,2723.00,2.50,1238.00,11508.90,38.70,71.70,11.70,980.00,0.00,2.20,375.00,110.00,1275.00,1400.00,290.00,435.00
"4620252.00","462","Montréal","0252.00",2270.00,1625.00,840.00,38.10,724.00,744.00,2.50,344530.00,655.00,1625.00,33.60,280.00,42624.00,310.00,40539.00,37504.00,32.20,31.10,21784.00,21133.00,5258.00,4.20,2275.00,16148.60,37.80,68.30,12.80,1745.00,10.00,2.30,610.00,160.00,2580.00,2485.00,410.00,665.00
"4620253.00","462","Montréal","0253.00",1470.00,875.00,475.00,37.10,667.00,705.00,4.00,230208.00,595.00,880.00,26.30,115.00,43904.00,210.00,48016.00,43676.00,27.40,25.80,24192.00,23066.00,3436.00,14.60,1443.00,7497.30,36.60,69.60,10.50,1175.00,0.00,2.40,385.00,100.00,1715.00,1685.00,285.00,500.00
"4620254.00","462","Montréal","0254.00",1810.00,1070.00,580.00,37.90,645.00,682.00,2.80,348179.00,740.00,1065.00,24.30,150.00,44117.00,245.00,42394.00,38656.00,28.60,28.30,24256.00,23066.00,4069.00,3.50,1836.00,6630.30,39.80,69.30,13.90,1260.00,5.00,2.20,355.00,130.00,2100.00,1760.00,335.00,485.00
"4620256.00","462","Montréal","0256.00",1425.00,925.00,500.00,39.00,713.00,739.00,3.80,299732.00,515.00,925.00,28.40,180.00,44704.00,310.00,44123.00,41746.00,25.10,23.10,21600.00,20779.00,3772.00,-2.40,1465.00,2049.70,37.40,68.90,12.20,840.00,0.00,2.60,305.00,55.00,1590.00,1830.00,355.00,730.00
"4620257.00","462","Montréal","0257.00",1685.00,1255.00,490.00,30.30,694.00,705.00,20.20,369727.00,420.00,1260.00,25.90,150.00,42560.00,360.00,42688.00,40832.00,29.60,27.20,20176.00,19846.00,4520.00,-2.20,1657.00,3398.50,37.70,64.10,14.60,920.00,0.00,2.70,310.00,65.00,2185.00,2410.00,455.00,895.00
"4620258.00","462","Montréal","0258.00",1775.00,1460.00,445.00,26.50,691.00,686.00,25.30,348411.00,320.00,1460.00,20.30,160.00,35456.00,445.00,41754.00,39503.00,40.90,36.90,21008.00,20416.00,5162.00,5.50,1802.00,13045.20,32.80,64.20,8.00,1430.00,0.00,2.90,680.00,120.00,2280.00,2630.00,690.00,860.00
"4620259.00","462","Montréal","0259.00",2315.00,1945.00,865.00,36.80,676.00,718.00,5.90,376660.00,375.00,1945.00,40.00,270.00,37120.00,510.00,37675.00,35732.00,37.30,36.20,20303.00,19978.00,5969.00,-1.60,2321.00,16106.30,35.00,66.20,10.20,1980.00,5.00,2.60,830.00,105.00,2705.00,3145.00,645.00,1150.00
"4620260.00","462","Montréal","0260.00",830.00,575.00,205.00,27.00,696.00,728.00,0.00,348782.00,260.00,570.00,19.20,55.00,38656.00,185.00,47770.00,44032.00,25.80,23.20,22731.00,21952.00,2312.00,-0.20,836.00,4264.90,35.70,64.40,11.90,505.00,0.00,2.80,265.00,15.00,1020.00,1215.00,145.00,435.00
"4620261.00","462","Montréal","0261.00",1080.00,750.00,365.00,35.30,698.00,712.00,0.00,359785.00,330.00,750.00,31.80,90.00,44288.00,215.00,40448.00,37478.00,31.20,29.60,21003.00,20448.00,2713.00,-3.80,1070.00,4309.80,37.60,64.80,14.40,615.00,0.00,2.50,270.00,45.00,1290.00,1375.00,255.00,545.00
"4620262.00","462","Montréal","0262.00",1745.00,1095.00,535.00,32.00,742.00,744.00,1.80,349010.00,650.00,1095.00,28.20,140.00,42304.00,370.00,43494.00,40939.00,29.70,28.80,21318.00,20779.00,4525.00,-1.50,1717.00,5972.00,37.60,64.20,14.50,1080.00,0.00,2.60,455.00,75.00,2070.00,2675.00,590.00,930.00
"4620263.00","462","Montréal","0263.00",1710.00,1130.00,460.00,26.70,695.00,701.00,16.40,400057.00,580.00,1125.00,27.60,105.00,46592.00,300.00,45184.00,41498.00,24.00,20.30,22992.00,22336.00,4085.00,1.40,1713.00,5431.50,40.60,62.30,19.00,995.00,0.00,2.40,290.00,35.00,2165.00,1940.00,330.00,625.00
"4620264.01","462","Montréal","0264.01",2275.00,1445.00,400.00,20.40,758.00,768.00,23.50,499744.00,830.00,1445.00,12.70,100.00,62272.00,285.00,64987.00,55424.00,13.50,13.10,36873.00,32625.00,5530.00,1.20,2330.00,4515.80,44.70,59.80,24.90,1275.00,235.00,2.20,185.00,35.00,3865.00,1110.00,230.00,330.00
"4620264.02","462","Montréal","0264.02",2590.00,1100.00,470.00,21.50,778.00,810.00,16.80,300014.00,1495.00,1095.00,15.70,75.00,60800.00,270.00,64363.00,53385.00,16.50,14.30,42123.00,36197.00,5249.00,4.60,2591.00,5754.20,41.30,72.10,15.70,1705.00,725.00,1.90,235.00,35.00,3545.00,1295.00,240.00,335.00
"4620265.00","462","Montréal","0265.00",2220.00,1420.00,630.00,31.00,750.00,780.00,0.00,401214.00,805.00,1420.00,24.20,165.00,61056.00,245.00,54875.00,48192.00,14.90,15.60,32192.00,29274.00,4565.00,3.70,2213.00,9447.40,38.80,72.10,13.30,1685.00,0.00,2.10,255.00,65.00,3335.00,1135.00,145.00,255.00
"4620266.00","462","Montréal","0266.00",1660.00,1230.00,450.00,28.00,702.00,725.00,17.90,399530.00,430.00,1230.00,24.40,150.00,47744.00,165.00,45184.00,40448.00,25.20,22.40,26765.00,24677.00,3357.00,3.00,1682.00,4456.40,40.70,70.70,16.70,1305.00,175.00,1.90,230.00,45.00,2230.00,995.00,200.00,235.00
"4620267.00","462","Montréal","0267.00",2665.00,1535.00,730.00,28.70,757.00,758.00,3.90,448598.00,1130.00,1535.00,25.70,150.00,49536.00,355.00,50688.00,46234.00,19.40,17.90,25432.00,24099.00,6334.00,5.00,2666.00,5626.70,39.60,67.60,15.20,1945.00,190.00,2.40,485.00,140.00,3020.00,3135.00,465.00,790.00
"4620268.01","462","Montréal","0268.01",3170.00,1755.00,1090.00,45.30,843.00,994.00,5.70,224907.00,1410.00,1755.00,20.80,145.00,49067.00,260.00,46197.00,41254.00,27.40,26.10,25813.00,24614.00,6777.00,12.10,3137.00,11656.30,44.30,58.50,25.10,715.00,2300.00,2.10,1030.00,215.00,2625.00,3700.00,630.00,610.00
"4620268.02","462","Montréal","0268.02",2120.00,1120.00,700.00,38.40,871.00,887.00,12.00,274513.00,995.00,1125.00,27.50,70.00,47744.00,270.00,53205.00,48491.00,26.60,23.80,24948.00,23925.00,5598.00,68.60,2151.00,18487.50,35.50,66.60,11.30,525.00,1530.00,2.60,960.00,110.00,1925.00,3500.00,815.00,775.00
"4620268.03","462","Montréal","0268.03",,,,,,,,,,,,,,,,,,,,,0.00,-100.00,0.00,0.00,,,,,,,,,,,,
"4620269.00","462","Montréal","0269.00",1915.00,1500.00,645.00,35.70,683.00,729.00,10.00,500547.00,420.00,1500.00,26.20,150.00,37248.00,235.00,41970.00,37906.00,30.50,29.10,26286.00,24870.00,4137.00,4.20,1921.00,5358.10,36.40,68.20,11.00,1550.00,5.00,2.10,585.00,135.00,2090.00,1910.00,300.00,560.00
